,NAME,GEO_ID,MEDIAN_HOUSEHOLD_INCOME_2010,MEDIAN_RENT_2010,state,county,tract
1100,"Census Tract 1, New York County, New York",36061000100,-666666666,0,36,061,000100
1101,"Census Tract 2.01, New York County, New York",36061000201,18831,979,36,061,000201
1102,"Census Tract 2.02, New York County, New York",36061000202,27288,2713,36,061,000202
1103,"Census Tract 5, New York County, New York",36061000500,-666666666,0,36,061,000500
1104,"Census Tract 6, New York County, New York",36061000600,18024,3505,36,061,000600
1105,"Census Tract 7, New York County, New York",36061000700,115472,2348,36,061,000700
1106,"Census Tract 8, New York County, New York",36061000800,30739,4116,36,061,000800
1107,"Census Tract 9, New York County, New York",36061000900,112083,181,36,061,000900
1108,"Census Tract 10.01, New York County, New York",36061001001,77311,274,36,061,001001
1109,"Census Tract 10.02, New York County, New York",36061001002,17828,2315,36,061,001002
1110,"Census Tract 12, New York County, New York",36061001200,42862,1010,36,061,001200
1111,"Census Tract 13, New York County, New York",36061001300,111220,1961,36,061,001300
1112,"Census Tract 14.01, New York County, New York",36061001401,93000,368,36,061,001401
1113,"Census Tract 14.02, New York County, New York",36061001402,35975,1237,36,061,001402
1114,"Census Tract 15.01, New York County, New York",36061001501,48359,1624,36,061,001501
1115,"Census Tract 15.02, New York County, New York",36061001502,123056,2122,36,061,001502
1116,"Census Tract 16, New York County, New York",36061001600,26298,2512,36,061,001600
1117,"Census Tract 18, New York County, New York",36061001800,42734,2879,36,061,001800
1118,"Census Tract 20, New York County, New York",36061002000,17022,1759,36,061,002000
1119,"Census Tract 21, New York County, New York",36061002100,203849,1078,36,061,002100
1120,"Census Tract 22.01, New York County, New York",36061002201,41166,2329,36,061,002201
1121,"Census Tract 22.02, New York County, New York",36061002202,95125,840,36,061,002202
1122,"Census Tract 24, New York County, New York",36061002400,18395,1626,36,061,002400
1123,"Census Tract 25, New York County, New York",36061002500,16299,1829,36,061,002500
1124,"Census Tract 26.01, New York County, New York",36061002601,38468,1197,36,061,002601
1125,"Census Tract 26.02, New York County, New York",36061002602,55333,1621,36,061,002602
1126,"Census Tract 27, New York County, New York",36061002700,53125,208,36,061,002700
1127,"Census Tract 28, New York County, New York",36061002800,41523,2528,36,061,002800
1128,"Census Tract 29, New York County, New York",36061002900,30962,2016,36,061,002900
1129,"Census Tract 30.01, New York County, New York",36061003001,64365,1989,36,061,003001
1130,"Census Tract 30.02, New York County, New York",36061003002,42529,1593,36,061,003002
1131,"Census Tract 31, New York County, New York",36061003100,104405,544,36,061,003100
1132,"Census Tract 32, New York County, New York",36061003200,52203,3842,36,061,003200
1133,"Census Tract 33, New York County, New York",36061003300,161328,1240,36,061,003300
1134,"Census Tract 34, New York County, New York",36061003400,63243,3114,36,061,003400
1135,"Census Tract 36.01, New York County, New York",36061003601,38298,1222,36,061,003601
1136,"Census Tract 36.02, New York County, New York",36061003602,60089,998,36,061,003602
1137,"Census Tract 37, New York County, New York",36061003700,81875,687,36,061,003700
1138,"Census Tract 38, New York County, New York",36061003800,53413,4621,36,061,003800
1139,"Census Tract 39, New York County, New York",36061003900,73150,1501,36,061,003900
1140,"Census Tract 40, New York County, New York",36061004000,78810,2977,36,061,004000
1141,"Census Tract 41, New York County, New York",36061004100,26627,2901,36,061,004100
1142,"Census Tract 42, New York County, New York",36061004200,97050,1116,36,061,004200
1143,"Census Tract 43, New York County, New York",36061004300,65824,2036,36,061,004300
1144,"Census Tract 44, New York County, New York",36061004400,88401,8017,36,061,004400
1145,"Census Tract 45, New York County, New York",36061004500,112500,280,36,061,004500
1146,"Census Tract 47, New York County, New York",36061004700,90547,935,36,061,004700
1147,"Census Tract 48, New York County, New York",36061004800,85556,1942,36,061,004800
1148,"Census Tract 49, New York County, New York",36061004900,97675,1853,36,061,004900
1149,"Census Tract 50, New York County, New York",36061005000,116987,1612,36,061,005000
1150,"Census Tract 52, New York County, New York",36061005200,144688,653,36,061,005200
1151,"Census Tract 54, New York County, New York",36061005400,110819,1015,36,061,005400
1152,"Census Tract 55.01, New York County, New York",36061005501,111654,1507,36,061,005501
1153,"Census Tract 55.02, New York County, New York",36061005502,111814,632,36,061,005502
1154,"Census Tract 56, New York County, New York",36061005600,131250,769,36,061,005600
1155,"Census Tract 57, New York County, New York",36061005700,119643,882,36,061,005700
1156,"Census Tract 58, New York County, New York",36061005800,133641,1757,36,061,005800
1157,"Census Tract 59, New York County, New York",36061005900,90982,1149,36,061,005900
1158,"Census Tract 60, New York County, New York",36061006000,102356,2381,36,061,006000
1159,"Census Tract 61, New York County, New York",36061006100,108796,1094,36,061,006100
1160,"Census Tract 62, New York County, New York",36061006200,92582,1573,36,061,006200
1161,"Census Tract 63, New York County, New York",36061006300,121250,1971,36,061,006300
1162,"Census Tract 64, New York County, New York",36061006400,86713,3007,36,061,006400
1163,"Census Tract 65, New York County, New York",36061006500,66079,2541,36,061,006500
1164,"Census Tract 66, New York County, New York",36061006600,70027,4640,36,061,006600
1165,"Census Tract 67, New York County, New York",36061006700,76806,2738,36,061,006700
1166,"Census Tract 68, New York County, New York",36061006800,96905,2646,36,061,006800
1167,"Census Tract 69, New York County, New York",36061006900,151927,780,36,061,006900
1168,"Census Tract 70, New York County, New York",36061007000,102391,3947,36,061,007000
1169,"Census Tract 71, New York County, New York",36061007100,106176,1931,36,061,007100
1170,"Census Tract 72, New York County, New York",36061007200,81778,3444,36,061,007200
1171,"Census Tract 73, New York County, New York",36061007300,96816,3030,36,061,007300
1172,"Census Tract 74, New York County, New York",36061007400,124340,1465,36,061,007400
1173,"Census Tract 75, New York County, New York",36061007500,100000,1530,36,061,007500
1174,"Census Tract 76, New York County, New York",36061007600,59688,1081,36,061,007600
1175,"Census Tract 77, New York County, New York",36061007700,80747,2501,36,061,007700
1176,"Census Tract 78, New York County, New York",36061007800,92418,2789,36,061,007800
1177,"Census Tract 79, New York County, New York",36061007900,123542,1656,36,061,007900
1178,"Census Tract 80, New York County, New York",36061008000,114706,1773,36,061,008000
1179,"Census Tract 81, New York County, New York",36061008100,87731,3323,36,061,008100
1180,"Census Tract 82, New York County, New York",36061008200,85565,1161,36,061,008200
1181,"Census Tract 83, New York County, New York",36061008300,33287,1439,36,061,008300
1182,"Census Tract 84, New York County, New York",36061008400,100455,601,36,061,008400
1183,"Census Tract 86.01, New York County, New York",36061008601,137366,833,36,061,008601
1184,"Census Tract 86.02, New York County, New York",36061008602,-666666666,0,36,061,008602
1185,"Census Tract 86.03, New York County, New York",36061008603,131190,791,36,061,008603
1186,"Census Tract 87, New York County, New York",36061008700,109638,2420,36,061,008700
1187,"Census Tract 88, New York County, New York",36061008800,92403,2440,36,061,008800
1188,"Census Tract 89, New York County, New York",36061008900,79688,2456,36,061,008900
1189,"Census Tract 90, New York County, New York",36061009000,117614,2957,36,061,009000
1190,"Census Tract 91, New York County, New York",36061009100,108976,2164,36,061,009100
1191,"Census Tract 92, New York County, New York",36061009200,104023,887,36,061,009200
1192,"Census Tract 93, New York County, New York",36061009300,70690,2926,36,061,009300
1193,"Census Tract 94, New York County, New York",36061009400,9750,18,36,061,009400
1194,"Census Tract 95, New York County, New York",36061009500,101500,541,36,061,009500
1195,"Census Tract 96, New York County, New York",36061009600,36906,79,36,061,009600
1196,"Census Tract 97, New York County, New York",36061009700,42568,1496,36,061,009700
1197,"Census Tract 98, New York County, New York",36061009800,101191,2511,36,061,009800
1198,"Census Tract 99, New York County, New York",36061009900,122031,553,36,061,009900
1199,"Census Tract 100, New York County, New York",36061010000,82488,903,36,061,010000
1200,"Census Tract 101, New York County, New York",36061010100,75375,248,36,061,010100
1201,"Census Tract 102, New York County, New York",36061010200,41809,23,36,061,010200
1202,"Census Tract 103, New York County, New York",36061010300,88910,1069,36,061,010300
1203,"Census Tract 104, New York County, New York",36061010400,85455,338,36,061,010400
1204,"Census Tract 106.01, New York County, New York",36061010601,126491,1480,36,061,010601
1205,"Census Tract 106.02, New York County, New York",36061010602,100110,1894,36,061,010602
1206,"Census Tract 108, New York County, New York",36061010800,104906,2940,36,061,010800
1207,"Census Tract 109, New York County, New York",36061010900,151389,18,36,061,010900
1208,"Census Tract 110, New York County, New York",36061011000,100605,3042,36,061,011000
1209,"Census Tract 111, New York County, New York",36061011100,65536,1300,36,061,011100
1210,"Census Tract 112.01, New York County, New York",36061011201,122125,368,36,061,011201
1211,"Census Tract 112.02, New York County, New York",36061011202,116058,0,36,061,011202
1212,"Census Tract 112.03, New York County, New York",36061011203,83571,361,36,061,011203
1213,"Census Tract 113, New York County, New York",36061011300,113618,75,36,061,011300
1214,"Census Tract 114.01, New York County, New York",36061011401,116576,349,36,061,011401
1215,"Census Tract 114.02, New York County, New York",36061011402,102432,449,36,061,011402
1216,"Census Tract 115, New York County, New York",36061011500,84453,723,36,061,011500
1217,"Census Tract 116, New York County, New York",36061011600,66333,1783,36,061,011600
1218,"Census Tract 117, New York County, New York",36061011700,81250,922,36,061,011700
1219,"Census Tract 118, New York County, New York",36061011800,107442,3566,36,061,011800
1220,"Census Tract 119, New York County, New York",36061011900,13856,911,36,061,011900
1221,"Census Tract 120, New York County, New York",36061012000,161797,560,36,061,012000
1222,"Census Tract 121, New York County, New York",36061012100,55611,5037,36,061,012100
1223,"Census Tract 122, New York County, New York",36061012200,137500,561,36,061,012200
1224,"Census Tract 124, New York County, New York",36061012400,86857,4345,36,061,012400
1225,"Census Tract 125, New York County, New York",36061012500,113846,1272,36,061,012500
1226,"Census Tract 126, New York County, New York",36061012600,94065,4480,36,061,012600
1227,"Census Tract 127, New York County, New York",36061012700,65507,2989,36,061,012700
1228,"Census Tract 128, New York County, New York",36061012800,144453,922,36,061,012800
1229,"Census Tract 129, New York County, New York",36061012900,76082,2116,36,061,012900
1230,"Census Tract 130, New York County, New York",36061013000,232768,618,36,061,013000
1231,"Census Tract 131, New York County, New York",36061013100,101799,1444,36,061,013100
1232,"Census Tract 132, New York County, New York",36061013200,72258,4475,36,061,013200
1233,"Census Tract 133, New York County, New York",36061013300,75931,2858,36,061,013300
1234,"Census Tract 134, New York County, New York",36061013400,100653,3976,36,061,013400
1235,"Census Tract 135, New York County, New York",36061013500,33654,3008,36,061,013500
1236,"Census Tract 136, New York County, New York",36061013600,92956,5579,36,061,013600
1237,"Census Tract 137, New York County, New York",36061013700,117242,2783,36,061,013700
1238,"Census Tract 138, New York County, New York",36061013800,93307,4901,36,061,013800
1239,"Census Tract 139, New York County, New York",36061013900,74886,4288,36,061,013900
1240,"Census Tract 140, New York County, New York",36061014000,154920,1763,36,061,014000
1241,"Census Tract 142, New York County, New York",36061014200,222829,557,36,061,014200
1242,"Census Tract 143, New York County, New York",36061014300,-666666666,0,36,061,014300
1243,"Census Tract 144.01, New York County, New York",36061014401,126518,1376,36,061,014401
1244,"Census Tract 144.02, New York County, New York",36061014402,90156,2315,36,061,014402
1245,"Census Tract 145, New York County, New York",36061014500,126406,1514,36,061,014500
1246,"Census Tract 146.01, New York County, New York",36061014601,89846,1925,36,061,014601
1247,"Census Tract 146.02, New York County, New York",36061014602,100410,3410,36,061,014602
1248,"Census Tract 147, New York County, New York",36061014700,92891,846,36,061,014700
1249,"Census Tract 148.01, New York County, New York",36061014801,144167,784,36,061,014801
1250,"Census Tract 148.02, New York County, New York",36061014802,103203,1990,36,061,014802
1251,"Census Tract 149, New York County, New York",36061014900,127672,1588,36,061,014900
1252,"Census Tract 150.01, New York County, New York",36061015001,126591,405,36,061,015001
1253,"Census Tract 150.02, New York County, New York",36061015002,170486,523,36,061,015002
1254,"Census Tract 151, New York County, New York",36061015100,45880,2979,36,061,015100
1255,"Census Tract 152, New York County, New York",36061015200,69899,2850,36,061,015200
1256,"Census Tract 153, New York County, New York",36061015300,126701,3091,36,061,015300
1257,"Census Tract 154, New York County, New York",36061015400,82000,5231,36,061,015400
1258,"Census Tract 155, New York County, New York",36061015500,104643,2085,36,061,015500
1259,"Census Tract 156.01, New York County, New York",36061015601,86118,2601,36,061,015601
1260,"Census Tract 156.02, New York County, New York",36061015602,39375,934,36,061,015602
1261,"Census Tract 157, New York County, New York",36061015700,102031,3935,36,061,015700
1262,"Census Tract 158.01, New York County, New York",36061015801,136378,1254,36,061,015801
1263,"Census Tract 158.02, New York County, New York",36061015802,74496,1611,36,061,015802
1264,"Census Tract 159, New York County, New York",36061015900,117984,2240,36,061,015900
1265,"Census Tract 160.01, New York County, New York",36061016001,189936,345,36,061,016001
1266,"Census Tract 160.02, New York County, New York",36061016002,78583,726,36,061,016002
1267,"Census Tract 161, New York County, New York",36061016100,118167,2798,36,061,016100
1268,"Census Tract 162, New York County, New York",36061016200,30016,3397,36,061,016200
1269,"Census Tract 163, New York County, New York",36061016300,100617,2390,36,061,016300
1270,"Census Tract 164, New York County, New York",36061016400,31903,2391,36,061,016400
1271,"Census Tract 165, New York County, New York",36061016500,122056,1788,36,061,016500
1272,"Census Tract 166, New York County, New York",36061016600,34491,2754,36,061,016600
1273,"Census Tract 167, New York County, New York",36061016700,134196,2069,36,061,016700
1274,"Census Tract 168, New York County, New York",36061016800,22246,1481,36,061,016800
1275,"Census Tract 169, New York County, New York",36061016900,104530,3141,36,061,016900
1276,"Census Tract 170, New York County, New York",36061017000,39611,2765,36,061,017000
1277,"Census Tract 171, New York County, New York",36061017100,117474,3012,36,061,017100
1278,"Census Tract 172, New York County, New York",36061017200,26853,1939,36,061,017200
1279,"Census Tract 173, New York County, New York",36061017300,101162,3280,36,061,017300
1280,"Census Tract 174.01, New York County, New York",36061017401,25809,1874,36,061,017401
1281,"Census Tract 174.02, New York County, New York",36061017402,25938,823,36,061,017402
1282,"Census Tract 175, New York County, New York",36061017500,123771,2824,36,061,017500
1283,"Census Tract 177, New York County, New York",36061017700,52727,3252,36,061,017700
1284,"Census Tract 178, New York County, New York",36061017800,33705,1503,36,061,017800
1285,"Census Tract 179, New York County, New York",36061017900,72650,3109,36,061,017900
1286,"Census Tract 180, New York County, New York",36061018000,23311,2452,36,061,018000
1287,"Census Tract 181, New York County, New York",36061018100,73169,3392,36,061,018100
1288,"Census Tract 182, New York County, New York",36061018200,22395,2501,36,061,018200
1289,"Census Tract 183, New York County, New York",36061018300,79453,3268,36,061,018300
1290,"Census Tract 184, New York County, New York",36061018400,27236,2680,36,061,018400
1291,"Census Tract 185, New York County, New York",36061018500,78966,1728,36,061,018500
1292,"Census Tract 186, New York County, New York",36061018600,18189,1912,36,061,018600
1293,"Census Tract 187, New York County, New York",36061018700,69917,3077,36,061,018700
1294,"Census Tract 188, New York County, New York",36061018800,34375,1882,36,061,018800
1295,"Census Tract 189, New York County, New York",36061018900,27568,4422,36,061,018900
1296,"Census Tract 190, New York County, New York",36061019000,54135,722,36,061,019000
1297,"Census Tract 191, New York County, New York",36061019100,82732,2960,36,061,019100
1298,"Census Tract 192, New York County, New York",36061019200,16157,1219,36,061,019200
1299,"Census Tract 193, New York County, New York",36061019300,40597,3164,36,061,019300
1300,"Census Tract 194, New York County, New York",36061019400,16851,2039,36,061,019400
1301,"Census Tract 195, New York County, New York",36061019500,80809,2336,36,061,019500
1302,"Census Tract 196, New York County, New York",36061019600,18361,1290,36,061,019600
1303,"Census Tract 197.01, New York County, New York",36061019701,96094,178,36,061,019701
1304,"Census Tract 197.02, New York County, New York",36061019702,59091,747,36,061,019702
1305,"Census Tract 198, New York County, New York",36061019800,51042,521,36,061,019800
1306,"Census Tract 199, New York County, New York",36061019900,52715,2368,36,061,019900
1307,"Census Tract 200, New York County, New York",36061020000,47530,907,36,061,020000
1308,"Census Tract 201.01, New York County, New York",36061020101,81648,195,36,061,020101
1309,"Census Tract 201.02, New York County, New York",36061020102,37798,1407,36,061,020102
1310,"Census Tract 203, New York County, New York",36061020300,34353,396,36,061,020300
1311,"Census Tract 205, New York County, New York",36061020500,118750,979,36,061,020500
1312,"Census Tract 206, New York County, New York",36061020600,31389,957,36,061,020600
1313,"Census Tract 207.01, New York County, New York",36061020701,36953,1010,36,061,020701
1314,"Census Tract 208, New York County, New York",36061020800,35466,1714,36,061,020800
1315,"Census Tract 209.01, New York County, New York",36061020901,21979,1269,36,061,020901
1316,"Census Tract 210, New York County, New York",36061021000,36922,2500,36,061,021000
1317,"Census Tract 211, New York County, New York",36061021100,48957,2934,36,061,021100
1318,"Census Tract 212, New York County, New York",36061021200,54012,2210,36,061,021200
1319,"Census Tract 213.03, New York County, New York",36061021303,40512,1964,36,061,021303
1320,"Census Tract 214, New York County, New York",36061021400,35768,1850,36,061,021400
1321,"Census Tract 215, New York County, New York",36061021500,26750,1192,36,061,021500
1322,"Census Tract 216, New York County, New York",36061021600,40833,2477,36,061,021600
1323,"Census Tract 217.03, New York County, New York",36061021703,-666666666,0,36,061,021703
1324,"Census Tract 218, New York County, New York",36061021800,37026,2239,36,061,021800
1325,"Census Tract 219, New York County, New York",36061021900,18869,1935,36,061,021900
1326,"Census Tract 220, New York County, New York",36061022000,35313,1868,36,061,022000
1327,"Census Tract 221.02, New York County, New York",36061022102,41000,734,36,061,022102
1328,"Census Tract 222, New York County, New York",36061022200,31087,880,36,061,022200
1329,"Census Tract 223.01, New York County, New York",36061022301,24690,2049,36,061,022301
1330,"Census Tract 223.02, New York County, New York",36061022302,17923,1384,36,061,022302
1331,"Census Tract 224, New York County, New York",36061022400,18253,2192,36,061,022400
1332,"Census Tract 225, New York County, New York",36061022500,32813,2824,36,061,022500
1333,"Census Tract 226, New York County, New York",36061022600,33794,1370,36,061,022600
1334,"Census Tract 227, New York County, New York",36061022700,36250,1708,36,061,022700
1335,"Census Tract 228, New York County, New York",36061022800,32218,1557,36,061,022800
1336,"Census Tract 229, New York County, New York",36061022900,34713,2347,36,061,022900
1337,"Census Tract 230, New York County, New York",36061023000,21927,3477,36,061,023000
1338,"Census Tract 231, New York County, New York",36061023100,37220,2115,36,061,023100
1339,"Census Tract 232, New York County, New York",36061023200,22955,2800,36,061,023200
1340,"Census Tract 233, New York County, New York",36061023300,31264,2089,36,061,023300
1341,"Census Tract 234, New York County, New York",36061023400,40371,1824,36,061,023400
1342,"Census Tract 235.01, New York County, New York",36061023501,34679,2067,36,061,023501
1343,"Census Tract 235.02, New York County, New York",36061023502,24866,739,36,061,023502
1344,"Census Tract 236, New York County, New York",36061023600,36791,2158,36,061,023600
1345,"Census Tract 237, New York County, New York",36061023700,34016,2218,36,061,023700
1346,"Census Tract 238.01, New York County, New York",36061023801,62156,3125,36,061,023801
1347,"Census Tract 238.02, New York County, New York",36061023802,109375,289,36,061,023802
1348,"Census Tract 239, New York County, New York",36061023900,20731,857,36,061,023900
1349,"Census Tract 240, New York County, New York",36061024000,-666666666,0,36,061,024000
1350,"Census Tract 241, New York County, New York",36061024100,41018,2413,36,061,024100
1351,"Census Tract 242, New York County, New York",36061024200,21276,1090,36,061,024200
1352,"Census Tract 243.01, New York County, New York",36061024301,29344,1229,36,061,024301
1353,"Census Tract 243.02, New York County, New York",36061024302,16505,2415,36,061,024302
1354,"Census Tract 245, New York County, New York",36061024500,34802,4522,36,061,024500
1355,"Census Tract 247, New York County, New York",36061024700,34604,2158,36,061,024700
1356,"Census Tract 249, New York County, New York",36061024900,29500,326,36,061,024900
1357,"Census Tract 251, New York County, New York",36061025100,33561,747,36,061,025100
1358,"Census Tract 253, New York County, New York",36061025300,35244,3544,36,061,025300
1359,"Census Tract 255, New York County, New York",36061025500,40294,1836,36,061,025500
1360,"Census Tract 257, New York County, New York",36061025700,50979,1125,36,061,025700
1361,"Census Tract 259, New York County, New York",36061025900,51536,783,36,061,025900
1362,"Census Tract 261, New York County, New York",36061026100,30987,3625,36,061,026100
1363,"Census Tract 263, New York County, New York",36061026300,24859,2698,36,061,026300
1364,"Census Tract 265, New York County, New York",36061026500,41144,2126,36,061,026500
1365,"Census Tract 267, New York County, New York",36061026700,23393,547,36,061,026700
1366,"Census Tract 269, New York County, New York",36061026900,26362,2450,36,061,026900
1367,"Census Tract 271, New York County, New York",36061027100,38125,2517,36,061,027100
1368,"Census Tract 273, New York County, New York",36061027300,62631,2245,36,061,027300
1369,"Census Tract 275, New York County, New York",36061027500,75750,809,36,061,027500
1370,"Census Tract 277, New York County, New York",36061027700,27373,2010,36,061,027700
1371,"Census Tract 279, New York County, New York",36061027900,36731,3617,36,061,027900
1372,"Census Tract 281, New York County, New York",36061028100,80714,943,36,061,028100
1373,"Census Tract 283, New York County, New York",36061028300,37252,2509,36,061,028300
1374,"Census Tract 285, New York County, New York",36061028500,26229,2590,36,061,028500
1375,"Census Tract 287, New York County, New York",36061028700,48651,1513,36,061,028700
1376,"Census Tract 291, New York County, New York",36061029100,31525,3540,36,061,029100
1377,"Census Tract 293, New York County, New York",36061029300,35945,2795,36,061,029300
1378,"Census Tract 295, New York County, New York",36061029500,51045,2931,36,061,029500
1379,"Census Tract 297, New York County, New York",36061029700,-666666666,0,36,061,029700
1380,"Census Tract 299, New York County, New York",36061029900,21909,1364,36,061,029900
1381,"Census Tract 303, New York County, New York",36061030300,48962,1601,36,061,030300
1382,"Census Tract 307, New York County, New York",36061030700,63269,1129,36,061,030700
1383,"Census Tract 309, New York County, New York",36061030900,35769,2965,36,061,030900
1384,"Census Tract 311, New York County, New York",36061031100,-666666666,0,36,061,031100
1385,"Census Tract 317.03, New York County, New York",36061031703,159969,3159,36,061,031703
1386,"Census Tract 317.04, New York County, New York",36061031704,151815,1423,36,061,031704
1387,"Census Tract 319, New York County, New York",36061031900,-666666666,0,36,061,031900
1388,"Census Tract 525, Queens County, New York",36081052500,75903,333,36,081,052500
1389,"Census Tract 526, Queens County, New York",36081052600,74457,115,36,081,052600
1390,"Census Tract 528, Queens County, New York",36081052800,46964,165,36,081,052800
1391,"Census Tract 530, Queens County, New York",36081053000,57132,130,36,081,053000
1392,"Census Tract 531, Queens County, New York",36081053100,54068,688,36,081,053100
1393,"Census Tract 532, Queens County, New York",36081053200,81731,69,36,081,053200
1394,"Census Tract 534.01, Queens County, New York",36081053401,87895,163,36,081,053401
1395,"Census Tract 535, Queens County, New York",36081053500,48080,277,36,081,053500
1396,"Census Tract 536.01, Queens County, New York",36081053601,85530,116,36,081,053601
1397,"Census Tract 538, Queens County, New York",36081053800,74853,103,36,081,053800
1398,"Census Tract 539, Queens County, New York",36081053900,55872,671,36,081,053900
1399,"Census Tract 540, Queens County, New York",36081054000,63750,527,36,081,054000
1400,"Census Tract 542, Queens County, New York",36081054200,78074,155,36,081,054200
1401,"Census Tract 545, Queens County, New York",36081054500,41801,1157,36,081,054500
1402,"Census Tract 547, Queens County, New York",36081054700,44823,1052,36,081,054700
1403,"Census Tract 548, Queens County, New York",36081054800,88500,162,36,081,054800
1404,"Census Tract 549, Queens County, New York",36081054900,44280,1590,36,081,054900
1405,"Census Tract 551, Queens County, New York",36081055100,39426,1336,36,081,055100
1406,"Census Tract 552, Queens County, New York",36081055200,53170,548,36,081,055200
1407,"Census Tract 553, Queens County, New York",36081055300,31850,713,36,081,055300
1408,"Census Tract 554, Queens County, New York",36081055400,73643,284,36,081,055400
1409,"Census Tract 555, Queens County, New York",36081055500,43333,475,36,081,055500
1410,"Census Tract 556, Queens County, New York",36081055600,70214,67,36,081,055600
1411,"Census Tract 557, Queens County, New York",36081055700,39226,1025,36,081,055700
1412,"Census Tract 558, Queens County, New York",36081055800,72480,45,36,081,055800
1413,"Census Tract 559, Queens County, New York",36081055900,20282,275,36,081,055900
1414,"Census Tract 560, Queens County, New York",36081056000,71684,117,36,081,056000
1415,"Census Tract 561, Queens County, New York",36081056100,104875,19,36,081,056100
1416,"Census Tract 562, Queens County, New York",36081056200,62260,40,36,081,056200
1417,"Census Tract 564, Queens County, New York",36081056400,66823,334,36,081,056400
1418,"Census Tract 565, Queens County, New York",36081056500,45711,252,36,081,056500
1419,"Census Tract 566, Queens County, New York",36081056600,79135,157,36,081,056600
1420,"Census Tract 567, Queens County, New York",36081056700,58811,601,36,081,056700
1421,"Census Tract 568, Queens County, New York",36081056800,62354,662,36,081,056800
1422,"Census Tract 577, Queens County, New York",36081057700,46708,834,36,081,057700
1423,"Census Tract 579, Queens County, New York",36081057900,23800,449,36,081,057900
1424,"Census Tract 580, Queens County, New York",36081058000,83510,176,36,081,058000
1425,"Census Tract 581, Queens County, New York",36081058100,48370,541,36,081,058100
1426,"Census Tract 582, Queens County, New York",36081058200,63464,335,36,081,058200
1427,"Census Tract 583, Queens County, New York",36081058300,53523,742,36,081,058300
1428,"Census Tract 585, Queens County, New York",36081058500,49792,1010,36,081,058500
1429,"Census Tract 587, Queens County, New York",36081058700,45287,1006,36,081,058700
1430,"Census Tract 589, Queens County, New York",36081058900,46189,1270,36,081,058900
1431,"Census Tract 590, Queens County, New York",36081059000,73158,34,36,081,059000
1432,"Census Tract 591, Queens County, New York",36081059100,43300,1571,36,081,059100
1433,"Census Tract 592, Queens County, New York",36081059200,85577,58,36,081,059200
1434,"Census Tract 593, Queens County, New York",36081059300,51964,769,36,081,059300
1435,"Census Tract 594, Queens County, New York",36081059400,85758,91,36,081,059400
1436,"Census Tract 595, Queens County, New York",36081059500,55806,1055,36,081,059500
1437,"Census Tract 596, Queens County, New York",36081059600,87143,113,36,081,059600
1438,"Census Tract 598, Queens County, New York",36081059800,67763,95,36,081,059800
1439,"Census Tract 599, Queens County, New York",36081059900,71932,60,36,081,059900
1440,"Census Tract 600, Queens County, New York",36081060000,62250,25,36,081,060000
1441,"Census Tract 601, Queens County, New York",36081060100,55435,397,36,081,060100
1442,"Census Tract 603, Queens County, New York",36081060300,48445,338,36,081,060300
1443,"Census Tract 606, Queens County, New York",36081060600,76146,95,36,081,060600
1444,"Census Tract 607.01, Queens County, New York",36081060701,-666666666,0,36,081,060701
1445,"Census Tract 608, Queens County, New York",36081060800,92328,56,36,081,060800
1446,"Census Tract 610, Queens County, New York",36081061000,67321,81,36,081,061000
1447,"Census Tract 612, Queens County, New York",36081061200,110492,52,36,081,061200
1448,"Census Tract 613.01, Queens County, New York",36081061301,60426,1301,36,081,061301
1449,"Census Tract 613.02, Queens County, New York",36081061302,-666666666,0,36,081,061302
1450,"Census Tract 614, Queens County, New York",36081061400,108438,31,36,081,061400
1451,"Census Tract 616.01, Queens County, New York",36081061601,97666,70,36,081,061601
1452,"Census Tract 616.02, Queens County, New York",36081061602,78500,124,36,081,061602
1453,"Census Tract 618, Queens County, New York",36081061800,56118,99,36,081,061800
1454,"Census Tract 619, Queens County, New York",36081061900,53631,592,36,081,061900
1455,"Census Tract 620, Queens County, New York",36081062000,84609,95,36,081,062000
1456,"Census Tract 621, Queens County, New York",36081062100,52331,416,36,081,062100
1457,"Census Tract 622, Queens County, New York",36081062200,79583,107,36,081,062200
1458,"Census Tract 623, Queens County, New York",36081062300,52992,364,36,081,062300
1459,"Census Tract 624, Queens County, New York",36081062400,-666666666,0,36,081,062400
1460,"Census Tract 625, Queens County, New York",36081062500,60750,456,36,081,062500
1461,"Census Tract 626, Queens County, New York",36081062600,81550,124,36,081,062600
1462,"Census Tract 627, Queens County, New York",36081062700,56071,517,36,081,062700
1463,"Census Tract 629, Queens County, New York",36081062900,44682,649,36,081,062900
1464,"Census Tract 630, Queens County, New York",36081063000,85078,47,36,081,063000
1465,"Census Tract 632, Queens County, New York",36081063200,96958,40,36,081,063200
1466,"Census Tract 633.01, Queens County, New York",36081063301,71354,181,36,081,063301
1467,"Census Tract 633.02, Queens County, New York",36081063302,67933,209,36,081,063302
1468,"Census Tract 635, Queens County, New York",36081063500,62530,297,36,081,063500
1469,"Census Tract 637, Queens County, New York",36081063700,54767,239,36,081,063700
1470,"Census Tract 638, Queens County, New York",36081063800,77667,200,36,081,063800
1471,"Census Tract 639, Queens County, New York",36081063900,59115,487,36,081,063900
1472,"Census Tract 641.01, Queens County, New York",36081064101,52375,239,36,081,064101
1473,"Census Tract 641.02, Queens County, New York",36081064102,34875,10,36,081,064102
